PT	AN	DT	PN	PC	TI	AU	ED	TR	OP	OC	AE	SO	PY	PD	VL	IS	P1	JI	BP	EP	PS	OS	TS	CT	CY	CL	SP	IO	LA	AB	DF	PI	DE	IP	C1	EA	RI	OI	U1	U2	PU	PV	SC	AV	TL	NR	UR	UC	CO	SN	DI	BN	ID	UT	OA	HC	HP	DA
J	INSPEC:21167714	Journal Paper			Identifying epidemic spreading dynamics of COVID-19 by pseudocoevolutionary simulated annealing optimizers	Choujun Zhan; Yufan Zheng; Zhikang Lai; Tianyong Hao; Bing Li						Neural Computing and Applications	2021	2021	33	10		Neural Comput. Appl. (Germany)	4915	4928	4915-28								English	At the end of 2019, a new coronavirus (COVID-19) epidemic has triggered global public health concern. Here, a model integrating the daily intercity migration network, which constructed from real-world migration records and the Susceptible-Exposed-Infected-Removed model, is utilized to predict the epidemic spreading of the COVID-19 in more than 300 cities in China. However, the model has more than 1800 unknown parameters, which is a challenging task to estimate all unknown parameters from historical data within a reasonable computation time. In this article, we proposed a pseudocoevolutionary simulated annealing (SA) algorithm for identifying these unknown parameters. The large volume of unknown parameters of this model is optimized through three procedures co-adapted SA-based optimization processes, respectively. Our results confirm that the proposed method is both efficient and robust. Then, we use the identified model to predict the trends of the epidemic spreading of the COVID-19 in these cities. We find that the number of infections in most cities in China has reached their peak from February 29, 2020, to March 15, 2020. For most cities outside Hubei province, the total number of infected individuals would be less than 100, while for most cities in Hubei province (exclude Wuhan), the total number of infected individuals would be less than 3000.			Theoretical or Mathematical/ diseases; epidemics; genetic algorithms; nonlinear dynamical systems; simulated annealing/ epidemic spreading dynamics; COVID-19; pseudocoevolutionary simulated annealing optimizers; global public health concern; daily intercity migration network; real-world migration records; susceptible-exposed-infected-removed model; pseudocoevolutionary simulated annealing algorithm; optimization process; infected individuals/ A0547 Nonlinear dynamical systems and bifurcations; A0250 Probability theory, stochastic processes, and statistics		Choujun Zhan; Tianyong Hao; Sch. of Comput. Sci., South China Normal Univ., Guangzhou, China.Yufan Zheng; Zhikang Lai; Nanfang Coll., Sun Yat-sen Univ., Guangzhou, China.Bing Li; Sch. of Econ., Wuhan Univ. of Technol., Wuhan, China.				1	4	Springer	Germany	Mechanics; Physics; Mathematics (provided by Clarivate Analytics)			54			NCAPF5	0941-0643	10.1007/s00521-020-05285-9			INSPEC:21167714	Bronze, Green Published			2021-12-06
J	INSPEC:20368083	Conference Paper			E-commerce Sales Forecast Based on Ensemble Learning	Choujun Zhan; Jianbin Li; Wei Jiang; Wei Sha; Yijing Guo						2020 IEEE International Symposium on Product Compliance Engineering-Asia (ISPCE-CN)	2020	2020					5 pp.	5 pp.	5 pp.			2020 IEEE International Symposium on Product Compliance Engineering-Asia (ISPCE-CN)	6-8 Nov. 2020	Chongqing, China			English	E-commerce, driven by the technological advances of the semiconductor industry, becomes one of the fastest-growing industries and has become the largest sector of the electronics industry in recent years. Compared with the traditional offline business, E-commerce business eliminates geographical limitations by allowing consumers to purchase anywhere. Additionally, E-commerce only requires a web-based platform to start a business, resulting in a lower investment or business capital. Based on more than 75,000,000 transactions of one E-commerce company from January 2013 to June 2019, we analyze the economic impact of the holiday season, the relationship between price and sales, etc. Furthermore, we utilize Artificial Intelligence (AI) techniques to predict the sales of products. Here, assemble learning models, including Catboost, GBDT, LightGBM, and XGBoost, are adopted for regression prediction. The results show that Cat boost performs better than other methods.			Practical; Theoretical or Mathematical/ electronic commerce; Internet; learning (artificial intelligence); sales management; semiconductor industry/ semiconductor industry; electronics industry; offline business; e-commerce business; Web-based platform; artificial intelligence techniques; assemble learning models; e-commerce sales; ensemble learning; geographical limitations; Catboost; GBDT; LightGBM; XGBoost/ C7170 Marketing computing; C7210N Information networks; C6260 Machine learning (artificial intelligence); C1140Z Other topics in statistics	G06Q30/00 Commerce, e.g. marketing, shopping, billing, auctions or e-commerce; G06Q30/02 Marketing, e.g. market research and analysis, surveying, promotions, advertising, buyer profiling, customer management or rewards; Price estimation or determination; G06N20/00 Machine learning	Choujun Zhan; Yijing Guo; Sch. of Inf. Sci. & Technol., Xiamen Univ. Tan Kah Kee Coll., Zhangzhou, China.Jianbin Li; Wei Jiang; Wei Sha; Sch. of Electr. & Comput. Eng., Nanfang Coll. of Sun Yat-Sen Univ., Guangdong, China.				0	0	IEEE	Piscataway, NJ, USA	Computer Science; Business & Economics; Mathematics (provided by Clarivate Analytics)			21					10.1109/ISPCE-CN51288.2020.9321858	978-0-7381-4434-4	[978-0-7381-4334-4/20/$31.00]	INSPEC:20368083				2021-12-06
J	INSPEC:20954722	Journal Paper			The Environmental Awareness Influence Urban Female's Purchasing Intention of Organic Agricultural Products	Jing-Jing Lai; Nai-Yuan Pai; Wen-Cheng Wang						International Journal of Information Systems in the Service Sector	2020	April-June	12	2		Int. J. Inf. Syst. Serv. Sect. (USA)	1	18	1-18								English	In 2018, the number of internet users in Taiwan reached 18.66 million. The online rate was 79.2%, which was 0.4% higher than that in 2017. Moreover, the annual growth rate of Taiwan's online shopping market is double digits, suggesting the rapid expansion of online shops and the popular trend in online shopping. Managing a store on the internet platform offers many advantages, such as low operating cost, cheaper fees, greater sources of customers, and keyword marketing. As online shopping becomes prevalent in Taiwan, online shops are considered effective sales channels. Among the online shops, there are many small organic shops operated by farmers, as well as chain organic stores. However, researches on Taiwan's online purchase and sales of organic agricultural products (vegetables and fruits) are very sparse. The subjects were mostly urban women, who are white-collar workers, have middle to upper income levels, a high level of education, and are highly frequent internet shoppers. The findings indicate that in the booming online shopping market, urban women's attitude and perceived behavioral control positively, affect their intention to buy organic agricultural products (vegetables and fruits) online. Chain stores and farmers should consider internet marketing as an important sales channel targeting urban women.			Practical/ agricultural products; consumer behaviour; electronic commerce; Internet; personnel; purchasing; retail data processing/ environmental awareness; organic agricultural products; online rate; organic shops; Taiwan online shopping market; Taiwan online purchase; urban female purchasing intention; effective sale channels; Internet marketing; chain organic stores; white-collar workers/ C7180 Retailing and distribution computing; C7210N Information networks	G06Q30/00 Commerce, e.g. marketing, shopping, billing, auctions or e-commerce	Nai-Yuan Pai; Dept. of Art Design & Creative Ind., Nanfang Coll. of Sun Yet-Sen Univ., Nanfang, China.Jing-Jing Lai; Wen-Cheng Wang; Coll. of Innovation & Entrepreneurship Educ., Yango Univ., Fuzhou, China.			Nai Yuan, Pai/0000-0001-7809-2003	1	1	IGI Global	USA	Computer Science; Business & Economics (provided by Clarivate Analytics)			32				1935-5688	10.4018/IJISSS.2020040101			INSPEC:20954722				2021-12-06
J	INSPEC:19652848	Conference Paper, Journal Paper			Application on Development of Modern Service Industry in China Based on Artificial Intelligent Model Optimized by TANSAFOA	Tian Wang; Jianbang Lin						Journal of Physics: Conference Series	2020	2020	1544			J. Phys., Conf. Ser. (UK)	012070 (6 pp.)	012070 (6 pp.)	012070 (6 pp.)			2020 5th International Conference on Intelligent Computing and Signal Processing (ICSP) 2020	20-22 March 2020	Suzhou, China			English	Modern service industry is one of the industries that widely applies artificial intelligent (AI) in the era of big data. The development of modern service industry plays a very important role in industrial transformation. The emergence of AI technology improves the effectiveness of data mining, and more and more scholars suggest a series of optimization methods to lift the prediction ability. In this study, tangent fruit fly optimization algorithm with step adjust (TANSAFOA) is proposed and it is used to optimize multivariate adaptive regression splines (MARS) and back propagation neural network (BPNN) to construct a prediction model of business performance. The result shows TANSAFOA can effectively optimize the prediction model and the BPNN model optimized by TANSAFOA has higher prediction performance than MARS. TANSAFOA BPNN-model is the most appropriate prediction model for modern service industry in China.			Practical; Theoretical or Mathematical/ backpropagation; data mining; neural nets; optimisation; regression analysis; service industries; splines (mathematics)/ modern service industry; artificial intelligent model; industrial transformation; tangent fruit fly optimization; prediction model; TANSAFOA BPNN-model; multivariate adaptive regression splines; back propagation neural network; business performance/ C7185 Administration of other service industries; C1140Z Other topics in statistics; C1180 Optimisation techniques; C4130 Interpolation and function approximation (numerical analysis); C5290 Neural computing techniques; C6130 Data handling techniques; C6170K Knowledge engineering techniques	G06F7/00 Methods or arrangements for processing data by operating upon the order or content of the data handled; G06N5/04 Inference methods or devices; G06Q50/10 Services; G06N20/00 Machine learning	Tian Wang; Manage. Sch., South China Bus. Coll. Guangdong Univ. of Foreign Studies, Guangzhou, China.Jianbang Lin; Bus. Sch., Nanfang Coll. of Sun Yat-sen Univ., Guangzhou, China.				0	0	IOP Publishing	UK	Computer Science; Mathematics (provided by Clarivate Analytics)			13				1742-6596	10.1088/1742-6596/1544/1/012070			INSPEC:19652848	gold			2021-12-06
J	INSPEC:20665291	Journal Paper			Intelligent Wide-Area Water Quality Monitoring and Analysis System Exploiting Unmanned Surface Vehicles and Ensemble Learning	Huiru Cao; Zhongwei Guo; Shian Wang; Haixiu Cheng; Choujun Zhan						Water	2020	March	12	3		Water (Switzerland)	681 (15 pp.)	681 (15 pp.)	681 (15 pp.)								English	Water environment pollution is an acute problem, especially in developing countries, so water quality monitoring is crucial for water protection. This paper presents an intelligent three-dimensional wide-area water quality monitoring and online analysis system. The proposed system is composed of an automatic cruise intelligent unmanned surface vehicle (USV), a water quality monitoring system (WQMS), and a water quality analysis algorithm. An automatic positioning cruising system is constructed for the USV. The WQMS consists of a series of low-power water quality detecting sensors and a lifting device that can collect the water quality monitoring data at different water depths. These data are analyzed by the proposed water quality analysis algorithm based on the ensemble learning method to estimate the water quality level. Then, a real experiment is conducted in a lake to verify the feasibility of the proposed design. The experimental results obtained in real application demonstrate good performance and feasibility of the proposed monitoring system.			Practical/ learning (artificial intelligence); remotely operated vehicles; vehicles; water quality/ intelligent wide-area water quality monitoring; analysis system exploiting; water environment pollution; water protection; online analysis system; automatic cruise intelligent unmanned surface vehicle; water quality monitoring system; water quality analysis algorithm; automatic positioning cruising system; low-power water quality; water quality monitoring data; different water depths; water quality level/ A9385 Instrumentation and techniques for geophysical, hydrospheric and lower atmosphere research; A8620A General transportation (energy utilisation); A8670E Water (environmental science); A9240Q Water quality and water resources	B60 Vehicles in general; G01V Geophysics; Gravitational measurements; Detecting masses or objects; Tags; G06N20/00 Machine learning	Huiru Cao; Shian Wang; Dept. of Inf. Eng., Guangzhou Inst. of Technol., Guangzhou, China.Zhongwei Guo; Haixiu Cheng; Sch. of Electron. & Comput. Eng., Nanfang Coll. of Sun Yat-sen Univ., Guangzhou, China.Choujun Zhan; Sch. of Comput., South China Normal Univ., Guangzhou, China.			, Hui-Ru/0000-0003-2352-4635	10	13	MDPI	Switzerland	Geochemistry & Geophysics; Energy & Fuels; Environmental Sciences & Ecology (provided by Clarivate Analytics)			37	http://www.mdpi.com/2073-4441/12/3/681			2073-4441	10.3390/w12030681			INSPEC:20665291	gold			2021-12-06
J	INSPEC:20502683	Journal Paper			Optimization and Implementation of Synthetic Basis Feature Descriptor on FPGA	Dah-Jye Lee; Fuller, S.G.; McCown, A.S.						Electronics	2020	March	9	3		Electronics (Switzerland)	391 (21 pp.)	391 (21 pp.)	391 (21 pp.)								English	Feature detection, description, and matching are crucial steps for many computer vision algorithms. These steps rely on feature descriptors to match image features across sets of images. Previous work has shown that our SYnthetic BAsis (SYBA) feature descriptor can offer superior performance to other binary descriptors. This paper focused on various optimizations and hardware implementation of the newer and optimized version. The hardware implementation on a field-programmable gate array (FPGA) is a high-throughput low-latency solution which is critical for applications such as high-speed object detection and tracking, stereo vision, visual odometry, structure from motion, and optical flow. We compared our solution to other hardware designs of binary descriptors. We demonstrated that our implementation of SYBA as a feature descriptor in hardware offered superior image feature matching performance and used fewer resources than most binary feature descriptor implementations.			Practical; Theoretical or Mathematical/ computer vision; feature extraction; field programmable gate arrays; image matching; object detection; object tracking; stereo image processing/ feature detection; computer vision algorithms; image features; binary descriptors; hardware implementation; newer version; optimized version; FPGA; stereo vision; superior image feature matching; binary feature descriptor implementations; synthetic basis feature descriptor/ B6135 Optical, image and video signal processing; B6135E Image recognition; B1265B Logic circuits; C5260B Computer vision and image processing techniques	G06T Image data processing or generation, in general; H03K19/00 Logic circuits, i.e. having at least two inputs acting on one output; Inverting circuits; H04N13/00 Stereoscopic video systems; Multi-view video systems; Details thereof	Dah-Jye Lee; Sch. of Electr. & Comput. Eng., Nanfang Coll. of Sun Yat-sen Univ., Guangzhou, China.Fuller, S.G.; McCown, A.S.; Dept. of Electr. & Comput. Eng., Brigham Young Univ., Provo, UT, USA.			Lee, Dah-Jye/0000-0003-1752-8146	1	2	MDPI	Switzerland	Communication; Engineering; Computer Science (provided by Clarivate Analytics)			41	http://www.mdpi.com/2079-9292/9/3/391			2079-9292	10.3390/electronics9030391			INSPEC:20502683	gold			2021-12-06
J	INSPEC:20067097	Conference Paper, Journal Paper			Application of Extreme Value of Nonlinear Regression Function Based on RSI Expert System	Shaohe Zhang; Hui Liu; Zongna Xiao; Pin Wang						Journal of Physics: Conference Series	2020	2020	1650			J. Phys., Conf. Ser. (UK)	032014 (10 pp.)	032014 (10 pp.)	032014 (10 pp.)			2020 International Conference on Applied Physics and Computing (ICAPC) 2020	12-13 Sept. 2020	Ottawa, ON, Canada			English	This paper defines the waveform function and its corresponding concepts and axioms. The extreme value of stock price function is obtained from 24 known regression functions by using the method of seeking the extreme value, which is proven by the Shanghai stock index rising by 458.43%, 487.83% and 133.30% respectively in three different periods. This paper optimizes the expert RSI trading system with the method of mathematical extreme value, and writes the source code of the optimization formula, which provides a graphical and intuitive tool for investors. The average annual return, average winning rate and average net interest rate of waveform increasing function samples are 67.52%, 96.88% and 84.40%, respectively. The average annual return, average winning rate and average net interest rate of waveform decreasing function samples are 22.27%, 83.33% and 26.03%, respectively.			Theoretical or Mathematical/ expert systems; pricing; regression analysis; stock markets/ average annual return; average winning rate; function samples; nonlinear regression function; RSI expert system; waveform function; corresponding concepts; axioms; stock price function; 24 known regression functions; Shanghai stock index; expert RSI trading system; mathematical extreme value/ A0250 Probability theory, stochastic processes, and statistics; C1140Z Other topics in statistics; C1160 Combinatorial mathematics; C1180 Optimisation techniques; C1290D Systems theory applications in economics and business	G06Q40/04 Exchange, e.g. stocks, commodities, derivatives or acurrency exchange	Shaohe Zhang; Pin Wang; Sch. of Econ., Guangzhou Coll. of Commerce, Guangzhou, China.Hui Liu; Nanfang Coll., Sun Yat-Sen Univ., Guangzhou, China.Zongna Xiao; Dept. of Arts & Sci., Guangxi Open Univ., Nanning, China.				0	2	IOP Publishing	UK	Mathematics; Computer Science; Business & Economics (provided by Clarivate Analytics)			7				1742-6596	10.1088/1742-6596/1650/3/032014			INSPEC:20067097	gold			2021-12-06
J	INSPEC:20071338	Journal Paper			Integrated-Power-Control-Strategy-Based Electrolytic Capacitor-Less Back-to-Back Converter for Variable Frequency Speed Control System	Danyang Bao; Xuewei Pan; Yi Wang; Hao Huang; Bingyi Wu						IEEE Transactions on Industrial Electronics	2020	Dec.	67	12		IEEE Trans. Ind. Electron. (USA)	10065	10074	10065-74								English	This article presents an integrated power control strategy (IPCS) for a variable frequency speed regulation system, which consists of a back-to-back converter and a small film dc-link capacitor. Due to the lack of large-capacity energy storage components in the dc bus, there is a strong power coupling between the rectifier and the inverter. The dynamic response is limited and dc-link voltage oscillates because the traditional method controls rectification and inversion separately. The IPCS is proposed to achieve dynamic balance of the system power through synchronous control of the rectifier and inverter. High conversion efficiency guarantees the power balance of the rectifier and inverter meanwhile reduces the dc bus voltage ripple. To further reduce the dc-link voltage ripple and maintain the stability of the dc-link voltage under step changes of load, a virtual inertia control method is proposed, which consists of a virtual resistance control block and a virtual capacitor control block. As a result, the dc-link voltage ripple and the total harmonic distortion of the dc-link current can be improved. Simulations and experimental results are given to provide further validation of the proposed IPCS under different operating scenarios.			Practical/ DC motor drives; electrolytic capacitors; energy storage; harmonic distortion; invertors; power control; power convertors; power grids; sensorless machine control; velocity control; voltage control/ virtual capacitor control block; dc-link voltage ripple; dc-link current; IPCS; variable frequency speed control system; integrated power control strategy; variable frequency speed regulation system; film dc-link capacitor; large-capacity energy storage components; dynamic response; dc-link voltage oscillates; traditional method controls; dynamic balance; synchronous control; dc bus voltage ripple; virtual inertia control; virtual resistance control block; electrolytic capacitorless/ B8360N DC-AC power convertors (invertors); B1210 Power electronics, supply and supervisory circuits; B2130 Capacitors; B8510 Drives; C3340H Control of electric power systems; C3110B Voltage control; C3110E Power and energy control; C3120E Velocity, acceleration and rotation control; C3260B Electric actuators and final control equipment	G05D13/00 Control of linear speed; Control of angular speed; Control of acceleration or deceleration, e.g. of a prime mover; G05F Systems for regulating electric or magnetic variables; H01G4/00 Fixed capacitors; Processes of their manufacture; H01G9/00 Electrolytic capacitors, rectifiers, detectors, switching devices, light-sensitive or temperature-sensitive devices; Processes of their manufacture; H02M Apparatus for conversion between ac and ac, between ac and dc, or between dc and dc, and for use with mains or similar power supply systems; Conversion of dc or ac input power into surge output power; Control or regulation thereof; H02M7/00 Conversion of ac power input into dc power output; Conversion of dc power input into ac power output; H02P Control or regulation of electric motors, generators, or dynamo-electric converters; Controlling transformers, reactors or choke coils	Danyang Bao; Sch. of Mech. & Electr. Eng., Shenzhen Polytech., Shenzhen, China.Bingyi Wu; Nanfang Coll. of Sun Yat-sen Univ., Guangzhou, China.Xuewei Pan; Yi Wang; Hao Huang; Power Electron. & Motion Control Res. Center, Harbin Inst. of Technol., Shenzhen, China.				3	32	IEEE	USA	Engineering; Energy & Fuels; Automation & Control Systems; Instruments & Instrumentation (provided by Clarivate Analytics)			26			ITIED6	0278-0046	10.1109/TIE.2019.2960737			INSPEC:20071338				2021-12-06
J	INSPEC:20511045	Conference Paper			Tourism Industry is Leading the Digital Transformation of Cultural Heritage Management: Bibliometric Analysis Based on Web of Science Database	Xiumei Zhou; Cheng Zhang; Zhuoqi Pan; Peiling Wei						2020 Management Science Informatization and Economic Innovation Development Conference (MSIEID)	2020	2020					273	276	273-6			2020 Management Science Informatization and Economic Innovation Development Conference (MSIEID)	18-20 Dec. 2020	Guangzhou, China			English	The sustainable development of cultural heritages management requires the increase of the public on their awareness of the status and values related to the cultural heritages, and tourism development in a scientific and reasonable way has become one of the most effective ways for the protection and sustainable development of cultural heritages. With the aim to reveal the research fronts and topics of such potential development, this paper conducted a bibliometric analysis based on 535 related articles from the Web of Science (WoS) database. This paper introduces the research results with respect to the publishing trends, main publication outlets and topics, and main keyword groups. As found in the analysis on the research results, the tourism industry has become the main carrier of the digital transformation of cultural heritage management, and digital technology tools such as 3D technology, laser technology, geographic information technology, database modelling and other new technologies have provided important guarantees for the risk management, monitoring, planning and visualization of cultural heritages, digital technologies such as database management system. Such digital transformation is guided by the tourism industry under the purpose of sustainable development, and hence, the tourism industry has become the main driving force for the sustainable development of cultural heritages.			Practical/ database management systems; geographic information systems; history; information analysis; risk management; sustainable development; travel industry/ tourism industry; sustainable development; digital transformation; cultural heritage management; bibliometric analysis; Science database; cultural heritages management; tourism development; potential development; main publication outlets; digital technology tools; digital technologies; database management system/ C7210N Information networks; C7240 Information analysis and indexing; C6160 Database management systems (DBMS)	G06F16/00 Information retrieval; Database structures therefor; File system structures therefor	Xiumei Zhou; Center for Humanities, Southern Univ. of Sci. & Technol., Shenzhen, China.Cheng Zhang; Grad. Sch., Southern Univ. of Sci. & Technol., Shenzhen, China.Zhuoqi Pan; Peiling Wei; Sch. of Literature & Media, Sun Yat-Sen Univ. Nanfang Coll., Guangzhou, China.				0	0	IEEE	Piscataway, NJ, USA	Computer Science (provided by Clarivate Analytics)			28					10.1109/MSIEID52046.2020.00056	978-1-6654-1541-5	[978-1-6654-1541-5/20/$31.00]	INSPEC:20511045				2021-12-06
J	INSPEC:19713676	Conference Paper			Manipulated Information Dissemination and Risk-Adjusted Momentum Return in the Chinese Stock Market	Hung-Wen Lin; Jing-Bo Huang; Kun-Ben Lin; Shu-Heng Chen	Ahram, T.					Advances in Artificial Intelligence, Software and Systems Engineering. Proceedings of the AHFE 2019 International Conference on Human Factors in Artificial Intelligence and Social Computing, the AHFE International Conference on Human Factors, Software, Se	2020	2020					37	45	37-45			AHFE 2019 International Conference on Human Factors in Artificial Intelligence and Social Computing, the AHFE International Conference on Human Factors, Software, Service and Systems Engineering, and the AHFE International Conference of Human Factors in E	24-28 July 2019	Washington, DC, USA			English	We study the manipulated information dissemination and risk-adjusted momentum return in the Chinese stock market. In this paper, we employ excess media coverage as a proxy for manipulated information dissemination. The raw momentum returns are negative across all degrees of manipulated information dissemination, but turn into significantly positive after controlling for risks. These outcomes hint that the manipulations of information dissemination contribute to price instabilities, so raw momentum returns are negative but turn into positive owing to risk adjustments. Moreover, we also discover that the stocks with high manipulated information dissemination exhibit big size characteristic and resist market risk well.			Theoretical or Mathematical/ stock markets/ risk-adjusted momentum return; Chinese stock market; raw momentum returns; high manipulated information dissemination/ C1290D Systems theory applications in economics and business; C1140Z Other topics in statistics	G06Q40/04 Exchange, e.g. stocks, commodities, derivatives or acurrency exchange	Hung-Wen Lin; Nanfang Coll., Sun Yat-sen Univ., Guangzhou, China.Jing-Bo Huang; Sun Yat-sen Univ., Guangzhou, China.Kun-Ben Lin; Macau Univ. of Sci. & Technol., Macau, China.Shu-Heng Chen; Nat. Chengchi Univ., Taipei, Taiwan.	Ahram, T.; Institute for Advanced Systems Engineering, University of Central Florida, Orlando, FL, USA.		Lin, Hung-Wen/0000-0002-0015-2528	1	3	Springer International Publishing	Cham, Switzerland	Computer Science; Business & Economics; Mathematics (provided by Clarivate Analytics)			21					10.1007/978-3-030-20454-9_4	978-3-030-20453-2		INSPEC:19713676				2021-12-06
J	INSPEC:20652370	Conference Paper			Cultural teaching from the perspective of cultural codes in the era of big data	Pei Ling Wei; Niran, M.; Zhu Yong Fei						2020 International Conference on Modern Education and Information Management (ICMEIM)	2020	2020					198	201	198-201			2020 International Conference on Modern Education and Information Management (ICMEIM)	25-27 Sept. 2020	Changsha, China			English	The countries through which China's Belt and Road Initiative passes include rich and diverse cultural circles, which have interacted, influenced, spread and merged in culture and customs since ancient times. How to promote the spread and take root of international Chinese education in various countries smoothly through cultural teaching, and establishing a communication mode of mutual understanding is the primary goal of cultural teaching. With the advent of 5g era, we have entered the real era of big data. It is combined with AI, big data, cloud, IPv6, sensors and so on, creating the next era of faster, more direct, more stable and more three-dimensional connection between people, people and things, things and things. This paper starts from the perspective of big data era, links cultural impressions through cultural codes, and uses cultural codes as a medium to provide another planning idea for future nationalized cultural teaching.			Practical/ Big Data; computer aided instruction; cultural aspects; Internet; teaching/ cultural codes; future nationalized cultural teaching; cultural circles; customs; big data era; China belt and road initiative; AI; IPv6/ C7810C Computer-aided instruction; C0230 Economic, social and political aspects of computing; C6130 Data handling techniques; C7210N Information networks	G06F7/00 Methods or arrangements for processing data by operating upon the order or content of the data handled; G09B5/00 Electrically-operated educational appliances; G06F16/00 Information retrieval; Database structures therefor; File system structures therefor	Pei Ling Wei; Sch. of Literature & Media, Nanfang Coll. of Sun Yat-sen Univ., Guangzhou, China.Niran, M.; Coll. of Literature & Journalism, Sichuan Univ., Chengdu, China.Zhu Yong Fei; Sch. of Literature & Media, Sun Yat-sen Univ., Guangzhou, China.				0	0	IEEE	Piscataway, NJ, USA	Education & Educational Research; Computer Science; Social Issues (provided by Clarivate Analytics)			10					10.1109/ICMEIM51375.2020.00052	978-1-7281-9623-7	[978-1-7281-9623-7/20/$31.00]	INSPEC:20652370				2021-12-06
J	INSPEC:21126358	Journal Paper			An AMBTC Authentication Scheme With Recoverability Using Matrix Encoding and Side Match	Wien Hong; Jie Wu; Der-Chyuan Lou; Xiaoyu Zhou; Chen, J.						IEEE Access	2021	2021	9			IEEE Access (USA)	133746	133761	133746-133761								English	This paper presents an authentication scheme with recoverability based on Absolute moment block truncation coding (AMBTC). Previous works do not take into account characteristics of the AMBTC compressed codes. Therefore, the qualities of marked and recovered images are not satisfactory. In this paper, we generate the recovery codes according to block similarities. The recovery codes are scrambled and stored in the bitmaps of smooth blocks using Matrix encoding. The bits in the bitmap are flipped to obtain a set of authentication codes. The code that causes the least error is embedded into the quantization values using the adaptive pixel pair matching technique (APPM). For those complex blocks, the authentication codes are generated from the bitmaps, and are embedded into the quantization values. After authenticating, the tampered blocks are recovered by untampered ones with the same cluster information. Some blocks that cannot be recovered in the previous stage are recovered by using the Side match technique. The experimental results show that our method provides better image quality and recoverability than prior works.			Practical; Theoretical or Mathematical/ block codes; data compression; image coding; quantisation (signal)/ AMBTC authentication scheme; recoverability; Matrix encoding; Absolute moment block truncation coding; marked recovered images; recovery codes; bitmap; smooth blocks; authentication codes; quantization values; adaptive pixel pair matching technique; complex blocks; authenticating; tampered blocks; Side match technique; image quality/ B6135C Image and video coding; C5260B Computer vision and image processing techniques	G06T Image data processing or generation, in general; G06T9/00 Image coding, e.g. from bit-mapped to non bit-mapped; H03M7/30 Compression; Expansion; Suppression of unnecessary data, e.g. redundancy reduction; H03M13/05 using block codes, i.e. a predetermined number of check bits joined to a predetermined number of information bits	Wien Hong; Chen, J.; Dept. of Comput. Sci. & Inf. Eng., Nat. Taichung Univ. of Sci. & Technol., Taichung, Taiwan.Jie Wu; Sch. of Electr. & Comput. Eng., Nanfang Coll. of Guangzhou, Guangzhou, China.Der-Chyuan Lou; Dept. of Neurology, Linkou Chang Gung Memorial Hosp., Taoyuan, Taiwan.Xiaoyu Zhou; Sch. of Inf. Eng., Jimei Univ., Xiamen, China.				1	1	IEEE	USA	Communication; Computer Science (provided by Clarivate Analytics)			0			IAECCG	2169-3536	10.1109/ACCESS.2021.3114495			INSPEC:21126358	gold			2021-12-06
J	INSPEC:20317162	Journal Paper			An Anecdote of Investor Anxiety and Momentum in China	Hung-Wen Lin; Kun-Ben Lin; Jing-Bo Huang; Xia-Ping Cao						Complexity	2020	2020	2020			Complexity (UK)	6564731 (21 pp.)	6564731 (21 pp.)	6564731 (21 pp.)								English	We show the effect of investor anxiety on momentum in the Chinese stock market. In this market dominated by retail investors, we examine the momentum profits in 900 types of daily testing periods. We find prevalent price reversals in the long formation and holding periods in the Chinese A-share market. Compared to Goyal and Wahal (2015), Wang and Xie (2010), and Kang et al. (2002) who found no momentum, our novel finding from a daily basis is that the A-share market presents price momentum within the short formation and holding periods. We first test the momentum profits under different strengths of anxiety in the A-share market. The stocks held by the least anxious investors elicit the strongest price momentum, whereas the stocks held by the most anxious investors encounter much weaker price momentum in the A-share market. According to our empirical outcomes, the A-share market overall exhibits higher anxiety and weaker momentum, whereas the B-share market embodies milder anxiety and stronger momentum. From the results of single market and cross-market comparisons, the intrinsic anxiety of retail investors is an essential factor stimulating the Chinese stock market to be prone to price reversals.			Bibliography; Theoretical or Mathematical/ investment; pricing; stock markets/ investor anxiety; Chinese stock market; retail investors; momentum profits; prevalent price reversals; holding periods; Chinese A-share market; anxious investors; strongest price momentum; weaker price momentum; cross-market comparisons; B-share market; investor momentum/ C1290D Systems theory applications in economics and business	G06Q40/04 Exchange, e.g. stocks, commodities, derivatives or acurrency exchange	Hung-Wen Lin; Bus. Sch., Nanfang Coll., Sun Yat-sen Univ., Guangzhou, China.Kun-Ben Lin; Sch. of Bus., Macau Univ. of Sci. & Technol., Macau, China.Jing-Bo Huang; Lingnan Coll., Sun Yat-sen Univ., Guangzhou, China.Xia-Ping Cao; Coll. of Econ., Shenzhen Univ., Shenzhen, China.			CAO, Xiaping/0000-0003-4343-5453; Lin, Hung-Wen/0000-0002-0015-2528	3	7	Hindawi	UK	Business & Economics; Computer Science (provided by Clarivate Analytics)			72				1076-2787	10.1155/2020/6564731			INSPEC:20317162	gold			2021-12-06
